main_category,productId,retailerProductId,name,price_eur,price_per_kg_eur,categoryPath,brand,available,maxQuantityReached,featured,guaranteed_life_quantity,guaranteed_life_unit,size_value,attributes_labels,image_src
Produits de la Mer,5024e9cf-9b2a-4d13-9f92-64edee40caf8,MPX_6754228,Holy Moly Avocats Minis Ecrasés 171g,4.65,27.19,"['Produits de la Mer', 'Traiteur de la Mer', 'Tartinable, Blini et Œufs']",Holy Moly,True,False,false,1.0,WEEK,171g,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/b23c749f-1e3e-493d-b61c-f846ec51b952/300x300.jpg
Produits de la Mer,0d55a39a-3c1e-41e9-99f0-ab409b8ea156,MPX_6082735,Guyader rillettes de st-jacques cuisinées à la crème d'isigny 120g,4.89,40.75,"['Produits de la Mer', 'Traiteur de la Mer', 'Tartinable, Blini et Œufs']",Guyader,True,False,false,2.0,WEEK,120g,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/aee2aac2-92b4-4423-bbb2-053f280cea35/300x300.jpg
Produits de la Mer,2a791bdc-38ca-406e-9ef1-af18cf008831,MPX_6737911,Monoprix Cœur de Filet de Saumon Fumé Norvège 300g,19.5,65.0,"['Produits de la Mer', 'Traiteur de la Mer', 'Saumons et truites fumées']",Monoprix,True,False,false,1.0,WEEK,300g,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/640a5f7e-92d2-4a0c-842d-d53c0d119e25/300x300.jpg
Produits de la Mer,63e46e4f-fc9e-4a56-9b11-ea9346b8e9b7,MPX_2202488,Dom Petroff Tarama au Crabe Royal 80g,4.99,62.38,"['Produits de la Mer', 'Traiteur de la Mer', 'Tartinable, Blini et Œufs']",Dom Petroff,True,False,false,3.0,WEEK,80g,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/038b1374-4369-46a4-bdd6-4eaa985ce485/300x300.jpg
Produits de la Mer,f926d52c-fefd-4f03-b44d-273fdfa398f7,MPX_6639848,Labeyrie saumon intense fumé sauvage 6 tranches 160g offre spéciale,9.99,62.44,"['Noël', 'Promos de Noël', ""Promos repas festif,\xa0jusqu'à 50% sur le 2ème sur une sélection festive""]",Labeyrie,True,False,false,1.0,WEEK,160g,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/ce2d56c6-13e9-4af1-909d-16c75d6a1b15/300x300.jpg
Produits de la Mer,545433fa-6478-44e3-bec6-cd6cee8e91df,MPX_6639847,Labeyrie Saumon Fumé x6 Tranches offre spéciale 220g,11.9,54.09,"['Noël', 'Promos de Noël', ""Promos repas festif,\xa0jusqu'à 50% sur le 2ème sur une sélection festive""]",Labeyrie,True,False,false,1.0,WEEK,220g,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/0d36f944-7397-407e-b120-a12180ad1db5/300x300.jpg
Produits de la Mer,0270ef01-e276-4627-83f8-b189ab8b221f,MPX_6639846,Labeyrie Saumon fumé 6 tranches 205g,14.9,72.68,"['Produits de la Mer', 'Traiteur de la Mer', 'Saumons et truites fumées']",Labeyrie,True,False,false,1.0,WEEK,205g,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/3fae0529-d366-4bb2-817e-6e34623758b2/300x300.jpg
Produits de la Mer,f7ec0365-29a2-444f-8a51-8f11f59e919b,MPX_6746014,Monoprix Saumon Fumé d'Ecosse *10 Tranches 300g,16.29,54.3,"['Produits de la Mer', 'Traiteur de la Mer', 'Saumons et truites fumées']",MONOPRIX,True,False,false,1.0,WEEK,300g,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/786e0d97-8813-4d6d-8bad-59002378618f/300x300.jpg
Produits de la Mer,108f7e11-53cc-401a-ad4b-9d81ba929f26,MPX_6612803,Labeyrie saumon fumé L'Ecosse 4 tranches 130 g,8.49,65.31,"['Produits de la Mer', 'Traiteur de la Mer', 'Saumons et truites fumées']",Labeyrie,True,False,false,1.0,WEEK,130g,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/885354bc-0bdd-45c2-9d8f-20fc206fc589/300x300.jpg
Produits de la Mer,2dbe9464-718f-48fa-b848-397b152ac6e1,MPX_3403774,Monoprix Truite fumée 180g,6.29,34.94,"['Produits de la Mer', 'Traiteur de la Mer', 'Saumons et truites fumées']",Monoprix,True,False,false,6.0,DAY,180g,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/c35d0c3d-f4fe-4e78-b7c0-5f1de4045d21/300x300.jpg
Produits de la Mer,0f634309-4063-466e-8472-8925344b73be,MPX_3513664,Monoprix Bio Pavés de saumon Bio 240g,11.99,49.96,"['Nos sélections', 'Inspiration du moment', '& Le Coin du marché', 'Poissons']",Monoprix Bio,True,False,false,2.0,DAY,240g,['Produit bio'],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/934f89f8-2d60-4241-a078-be36c22d1b3c/300x300.jpg
Produits de la Mer,6715475f-c7cf-435f-9724-f50625841e44,MPX_3563049,Monoprix saumon fumé élevé en Norvège 6 tranches 210g,7.19,34.24,"['Produits de la Mer', 'Traiteur de la Mer', 'Saumons et truites fumées']",Monoprix,True,False,false,1.0,WEEK,210g,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/a924dadf-0b30-475f-b6ae-57dc1e36839d/300x300.jpg
Produits de la Mer,42c5c1d8-54da-4b22-bef8-51a603672ad1,MPX_1684339,Monoprix Blinis 200g,1.32,6.6,"['Pain et Viennoiserie', 'Toast, Canapé et Blini', 'Blini']",Monoprix,True,False,false,1.0,WEEK,200g,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/4bac4c4b-f29c-4191-b403-a60f9acfc63c/300x300.jpg
Produits de la Mer,9982d5bc-a5bd-436b-b476-66ab76e6a28b,MPX_2520555,Monoprix Filet de Limande du nord Meunière 2x100g,4.5,22.5,"['Produits de la Mer', 'Poissonnerie', 'Les poissons frais']",Monoprix,True,False,false,2.0,DAY,200g,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/819065d8-8a2f-4adf-980e-83677f9a25de/300x300.jpg
Produits de la Mer,c2b1a5a7-71af-4988-b091-87229ee46df1,MPX_3513665,Monoprix Gourmet Pave Saumon d’Ecosse 240g,11.99,49.96,"['La Halle', 'La Poissonnerie']",Monoprix Gourmet,True,False,false,2.0,DAY,240g,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/c2260b0a-88a5-4460-ae97-dc982807c8f5/300x300.jpg
Produits de la Mer,b74a43c1-55e6-4356-8ef3-0ae7106b9c5c,MPX_2133928,Atelier Blini Tarama Aux Œufs De Cabillaud Le Pot De 175G,4.95,28.29,"['Epicerie Salée', 'Produit apéritif', 'Tartinable et Produit de la Mer', 'Houmous et Tarama']",Atelier blini,True,False,false,1.0,WEEK,175g,['Produit bio'],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/746705ce-0c3e-4e57-8bca-d6a8e60e5022/300x300.jpg
Produits de la Mer,58e2067f-8c50-40d0-81c3-1e9479f437e1,MPX_3170916,Pavé de saumon 140g,5.99,42.79,"['Produits de la Mer', 'Poissonnerie', 'Les poissons frais']",-,True,False,false,2.0,DAY,140g,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/6f2828e6-d1d2-4bcd-912d-307213010164/300x300.jpg
Produits de la Mer,8f249ff1-81a3-4fde-999f-d403d5c3d0a5,MPX_1684340,Monoprix Mini blinis 135g,1.19,8.81,"['Pain et Viennoiserie', 'Toast, Canapé et Blini', 'Blini']",Monoprix,True,False,false,1.0,WEEK,135g,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/bf07acf2-daa9-43e3-b74f-7d1c90cc849c/300x300.jpg
Produits de la Mer,54425e74-7482-4fcb-9cae-daf299330b21,MPX_3428432,Monoprix dos de cabillaud sans arête MSC 200g,8.49,42.45,"['Produits de la Mer', 'Poissonnerie', 'Les poissons frais']",Monoprix,True,False,false,2.0,DAY,200g,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/be015a4d-08bf-4e77-8266-07b357d2368a/300x300.jpg
Produits de la Mer,26415a6f-df79-40e2-a104-94bfac972718,MPX_2863236,Monoprix Gourmet Tarama Premium 180g,2.99,16.61,"['Epicerie Salée', 'Produit apéritif', 'Tartinable et Produit de la Mer', 'Houmous et Tarama']",Monoprix Gourmet,True,False,false,1.0,WEEK,180g,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/38bbc271-9d67-4f17-805e-5e88c777569b/300x300.jpg
Produits de la Mer,1e394c0a-6e41-435a-87ae-7a434e059975,MPX_3537712,Delpierre Crevettes Décortiquées Cuites Réfrigérées 100G,4.0,40.0,"['Produits de la Mer', 'Poissonnerie', 'Crevettes et crustacés']",Franprix,True,False,false,5.0,DAY,100g,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/ec6de576-94af-42f7-9dac-331ec1e1cd18/300x300.jpg
Produits de la Mer,f4ba3ea9-74db-49a9-af29-2ff373fae178,MPX_2133913,Atelier Blini Blinis Frais Au Blé Tendre 135G,2.29,16.96,"['Pain et Viennoiserie', 'Toast, Canapé et Blini', 'Blini']",Atelier Blini,True,False,false,1.0,WEEK,135g,['Produit végétarien'],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/51f3829d-9e70-4fca-8d01-e2d1858329c0/300x300.jpg
Produits de la Mer,f2070a40-1bc1-47ae-9065-c50735470300,MPX_3953908,Monoprix Bio Crevettes biologique décortiquées coriandre citron 109g,4.15,38.07,"['Produits de la Mer', 'Poissonnerie', 'Crevettes et crustacés']",Monoprix Bio,True,False,false,5.0,DAY,109g,['Produit bio'],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/e499ea14-5229-4b84-8677-505ba28deb01/300x300.jpg
Produits de la Mer,613e67e8-8316-4a62-8ee4-ea08a73fd863,MPX_3730183,Monoprix Saumon Atlantique Fumé Bio 70g,4.49,64.14,"['Produits de la Mer', 'Traiteur de la Mer', 'Saumons et truites fumées']",Monoprix Bio,True,False,false,1.0,WEEK,70g,['Produit bio'],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/ae9eb77d-5c21-43a9-bbce-d471fc79233d/300x300.jpg
Produits de la Mer,2378a6f7-e434-448c-946a-2841fb7fa8e3,MPX_1543929,Monoprix Gourmet Cœur de Filet de Saumon Fumé150g,13.5,90.0,"['Produits de la Mer', 'Traiteur de la Mer', 'Saumons et truites fumées']",Monoprix Gourmet,True,False,false,1.0,WEEK,150g,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/c3d161a7-b6f2-4671-b1e3-1fdf4051e027/300x300.jpg
Produits de la Mer,a765b0c0-a2ff-44dd-b577-b0ebe3768fb7,MPX_1561155,Monoprix Gourmet Emincés Saumon Fumé Aneth Citron 100g,6.99,69.9,"['Produits de la Mer', 'Traiteur de la Mer', 'Saumons et truites fumées']",Monoprix Gourmet,True,False,false,1.0,WEEK,100g,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/1c8f5e0e-6c93-4f6d-803c-8ec691aa9796/300x300.jpg
Produits de la Mer,db5ceb4e-6c25-4bd9-b77f-362b1c9f288d,MPX_145300,Monoprix Filets de Harengs fumé doux 200g,1.99,9.95,"['Produits de la Mer', 'Poissonnerie', 'Filets, pavés de poissons']",Monoprix,True,False,false,1.0,WEEK,200g,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/bfd3c563-41b3-47c0-be6b-fc70c2b4facb/300x300.jpg
Produits de la Mer,89fc8544-21a6-49d3-92dc-de6474edb355,MPX_2219743,Monoprix Petites crevettes cuites décortiquées 100g,1.99,19.9,"['Nos sélections', 'Inspiration du moment', '& Frigo vide', 'Produits de la mer']",Monoprix,True,False,false,6.0,DAY,100g,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/1acb5653-3b64-462b-b48b-01837202bd6b/300x300.jpg
Produits de la Mer,fb309d1b-4759-46ed-9c64-2b527460716f,MPX_3563047,Monoprix Saumon Fumé élevé en Norvège 140g,6.65,47.5,"['Produits de la Mer', 'Traiteur de la Mer', 'Saumons et truites fumées']",Monoprix,True,False,false,1.0,WEEK,140g,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/b276623d-2523-4083-bd32-b8bfa7a1e97f/300x300.jpg
Produits de la Mer,c5082de0-830f-44ba-92a7-e6c1f2da74cc,MPX_3730184,Monoprix Bio Saumon Atlantique Fumé Bio 120g,7.25,60.42,"['Nos sélections', 'Inspiration du moment', '& Notre sélection brunch', 'Saumons']",Monoprix Bio,True,False,false,1.0,WEEK,120g,['Produit bio'],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/6531650d-3298-4179-8349-69dfd4360740/300x300.jpg
Produits de la Mer,b86426e6-e786-4c65-ae53-65623c7427f8,MPX_2441484,Monoprix Crevettes Entières Cuites 200g,4.0,20.0,"['La Halle', 'La Poissonnerie']",Monoprix,True,False,false,3.0,DAY,200g,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/1a065c7e-391e-4d49-b7be-e90cd6ef120f/300x300.jpg
Produits de la Mer,72209a00-6ef0-451d-bffc-5b43d3cb0fe0,MPX_2223038,Delicemer Traiteur Tartinable Thon Piquant 120g,3.75,31.25,"['Epicerie Salée', 'Produit apéritif', 'Tartinable et Produit de la Mer', 'Tapenade et Autre Tartinable']",Delicemer,True,False,false,1.0,WEEK,120g,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/d0164e40-3711-47f7-a60d-165310171df0/300x300.jpg
Produits de la Mer,fe0a60ba-a14d-408a-9c63-f09c61d58f6d,MPX_2849655,Blini 16 Blinis Cocktails 135g,1.99,14.74,"['Pain et Viennoiserie', 'Toast, Canapé et Blini', 'Blini']",Blini,True,False,false,1.0,WEEK,135g,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/b8663a18-a3ac-472e-83c4-71abb462d453/300x300.jpg
Produits de la Mer,6c5a2511-ba4c-409d-affc-b8e12ccb47ea,MPX_1934253,Cap Océan Rillettes de thon 150g,3.59,23.93,"['Epicerie Salée', 'Produit apéritif', 'Tartinable et Produit de la Mer', 'Rillette de la mer']",Cap Océan,True,False,false,1.0,WEEK,150g,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/ec536404-7054-445f-a132-b702de581884/300x300.jpg
Produits de la Mer,50055977-a62e-415f-8b92-0fb6e2a41c21,MPX_3059299,Labeyrie Saumon Fumé Bio 65 G,6.35,97.69,"['Produits de la Mer', 'Traiteur de la Mer', 'Saumons et truites fumées']",Labeyrie,True,False,false,1.0,WEEK,65g,"['Produit décongelé', 'Produit bio']",https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/2d4cc319-923e-4705-811a-1d3e47b3ab40/300x300.jpg
Produits de la Mer,56c4d02c-b056-4968-a681-379272364355,MPX_2008377,Delpierre Couronne De Crevettes + Sauce Cocktail 130G,6.0,46.15,"['Produits de la Mer', 'Poissonnerie', 'Crevettes et crustacés']",Delpierre,True,False,false,1.0,WEEK,130g,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/b3d716ea-70b3-42ad-90de-9248d1e2467c/300x300.jpg
Produits de la Mer,eb2893ea-434d-4199-902f-00ed211e816d,MPX_2048423,Monoprix bio émincés de saumon fumé 100g,7.65,76.5,"['Produits de la Mer', 'Traiteur de la Mer', 'Saumons et truites fumées']",Monoprix Bio,True,False,false,6.0,DAY,100g,['Produit bio'],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/8ce35834-8f1a-482a-a52d-6be9aacfb516/300x300.jpg
Produits de la Mer,35ea3a52-8e1a-49e6-b4fb-fbeee4335c87,MPX_4078553,L’Assiette Bleue Filet De Cabillaud Pané Msc Bio 200G,5.99,29.95,"['Produits de la Mer', 'Poissonnerie', 'Filets, pavés de poissons']",Assiette bleue,True,False,false,2.0,DAY,200g,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/d8f51fa6-86f6-490c-9108-b6ab57e863dc/300x300.jpg
Produits de la Mer,fdcd20d9-6782-4de7-9855-5d4a9bbda9db,MPX_2637134,Ovive Truite Fumée De France Ovive 100G,4.99,49.9,"['Produits de la Mer', 'Traiteur de la Mer', 'Saumons et truites fumées']",Ovive,True,False,false,1.0,WEEK,100g,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/41e756e5-9a01-4479-adbb-c0b2038bf4bb/300x300.jpg
Produits de la Mer,5b37e316-eaaa-4f80-8822-529d276da170,MPX_3454680,Monoprix Brandade Parmentier de Morue 650g,7.99,12.29,"['Produits de la Mer', 'Poissonnerie', 'Les poissons frais']",Monoprix,True,False,false,5.0,DAY,650g,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/ad909510-2fd7-46b2-9813-c63a9dd387b8/300x300.jpg
Produits de la Mer,672bd97f-2dad-40c0-84c6-d39f4ea92a41,MPX_2652895,Monoprix Bio Truite Fumée 120g,7.25,60.42,"['Produits de la Mer', 'Traiteur de la Mer', 'Saumons et truites fumées']",Monoprix Bio,True,False,false,1.0,WEEK,120g,['Produit bio'],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/d13346eb-f5e3-4dad-b893-4f824a6268fc/300x300.jpg
Produits de la Mer,a2309a9a-b129-44d3-a16c-2c951ee23fcf,MPX_4206323,Monoprix Gourmet Truite Fumée France 60g,3.49,58.17,"['Noël', 'Les Pépites de Monoprix pour Noël', 'Les essentiels Monoprix Gourmet']",Monoprix Gourmet,True,False,false,1.0,WEEK,60g,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/8cd825b1-47ca-4e22-8ac8-07883ed6d81a/300x300.jpg
Produits de la Mer,2a3dea85-7f33-435c-9cb0-d56ff495ea66,MPX_1934150,Monoprix Gourmet Soupe De Poisson 96cl,5.69,5.93,"['Nos sélections', 'Inspiration du moment', '& Frigo vide', 'Produits de la mer']",Monoprix Gourmet,True,False,false,1.0,MONTH,96cl,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/ae6da132-a0d1-42cb-b838-15b0f7ef6a9c/300x300.jpg
Produits de la Mer,80d6584a-9689-4f78-90f3-1ea59b51e252,MPX_4091569,Monoprix 12 Bâtonnets Surimi MSC 200g,1.39,6.95,"['Produits de la Mer', 'Traiteur de la Mer', 'Surimis']",Monoprix,True,False,false,2.0,WEEK,200g,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/8e18718b-c644-469f-9b48-5e1c8eb33c73/300x300.jpg
Produits de la Mer,8697d13f-f446-4194-98a4-643979953c54,MPX_2413376,Ovive Pavé de Truite 2 x 125g,9.99,39.96,"['Produits de la Mer', 'Poissonnerie', 'Les poissons frais']",Ovive,True,False,false,2.0,DAY,2 x 125g,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/a9970dfd-6028-450f-a040-84050800714b/300x300.jpg
Produits de la Mer,da5baf01-b6df-4a1e-8acc-a9094fc8ae60,MPX_5216927,Petit Navire Rillettes de Thon 125g,2.89,23.12,"['Epicerie Salée', 'Produit apéritif', 'Tartinable et Produit de la Mer', 'Rillette de la mer']",Petit navire,True,False,false,1.0,YEAR,125g,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/a109035c-5bb3-4936-9d04-f5c91f795c8c/300x300.jpg
Produits de la Mer,72d20f2e-3474-41ef-b32d-8cae92bfef41,MPX_2187072,Coraya Bâtonnets Au Crabe 156G,3.79,24.29,"['Produits de la Mer', 'Traiteur de la Mer', 'Surimis']",Coraya,True,False,false,1.0,WEEK,156g,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/1a3d8a7a-0661-488d-927d-24522f3194cd/300x300.jpg
Produits de la Mer,98b6ab9d-47b1-4bb9-a2fc-b66b802642c8,MPX_2575292,Ovive Oeufs De Truite Bio 80G,6.99,87.38,"['Epicerie Salée', 'Produit apéritif', 'Tartinable et Produit de la Mer', 'Caviar et Œufs']",Ovive,True,False,false,2.0,MONTH,80g,['Produit bio'],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/1066c695-8884-4e52-ae95-5f095bfbc557/300x300.jpg
Produits de la Mer,452f030c-719b-40a5-a108-37e2d0e6066e,MPX_4205029,Monoprix Gourmet Tarama aux Oeufs de Truite 135g,4.09,30.3,"['Produits de la Mer', 'Traiteur de la Mer', 'Tartinable, Blini et Œufs']",Monoprix Gourmet,True,False,false,1.0,WEEK,135g,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/11c94381-4b8a-4bc5-8bca-f622ec7c07cd/300x300.jpg
Produits de la Mer,0ebdf7e6-27a8-4303-b076-ab13a964189d,MPX_4564884,Labeyrie Saumon fumé sauvage du pacifique 110g,8.95,81.36,"['Produits de la Mer', 'Traiteur de la Mer', 'Saumons et truites fumées']",Labeyrie,True,False,false,1.0,WEEK,110g,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/544b9a8b-4116-4e50-9b27-7fb63dd12b85/300x300.jpg
Produits de la Mer,fd595e2f-e4ac-436b-a292-e20413ab078d,MPX_126535,Monoprix Tarama aux Œufs de Cabillaud 100g,1.19,11.9,"['Epicerie Salée', 'Produits du monde', 'Grèce']",Monoprix,True,False,false,1.0,WEEK,100g,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/59828719-08ff-4127-ba58-c19db2ba4939/300x300.jpg
Produits de la Mer,91edb4df-bfc9-445b-bdfe-75e5a5925858,MPX_4001991,Briau Teille Sétoise 210g,3.99,19.0,"['La Halle', 'La Poissonnerie']",Briau,True,False,false,5.0,DAY,210g,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/b2a05d0a-ac80-4444-a66c-f3286e94a62d/300x300.jpg
Produits de la Mer,5ea65c2a-b8bd-4354-b0d4-82ba3215ff9d,MPX_2665295,Monoprix gourmet saumon fumé sauvage 120g,7.99,66.58,"['Nos sélections', 'Inspiration du moment', '& Notre sélection brunch', 'Saumons']",Monoprix Gourmet,True,False,false,1.0,WEEK,120g,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/2cf4ed5a-ec0e-4005-982b-ca60e4e4ddb5/300x300.jpg
Produits de la Mer,a122d9e8-5b48-42b2-8070-9b40c7f37842,MPX_4206322,Monoprix Gourmet Truite Fumée France 120G,5.99,49.92,"['Nos sélections', 'Inspiration du moment', 'Nos coups de coeur Origine France']",Monoprix Gourmet,True,False,false,1.0,WEEK,120g,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/3a69b6d2-f703-4d03-8b45-e54365b062d2/300x300.jpg
Produits de la Mer,ff87fbad-cbb2-4f6b-a300-fcf165dc7a77,MPX_3563046,Monoprix Saumon Fumé élevé En Norvège Asc 70g,3.99,57.0,"['Produits de la Mer', 'Traiteur de la Mer', 'Saumons et truites fumées']",Monoprix,True,False,false,1.0,WEEK,70g,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/a9b5764e-7f31-4332-82d9-ce1555ecfb43/300x300.jpg
Produits de la Mer,04b10dbb-c819-4ae0-9f12-3c242921498c,MPX_1403172,Monoprix Lardons de saumon fumés 90g,5.15,57.22,"['Nos sélections', 'Inspiration du moment', '& Frigo vide', 'Produits de la mer']",Monoprix,True,False,false,1.0,WEEK,90g,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/a19c412d-340b-4553-bfc2-76b33d7ac5e6/300x300.jpg
Produits de la Mer,520f2a97-4b5d-45a8-8edc-12a853d040b2,MPX_5272049,Atelier blini chèvre poivrons piquillos 140g,3.89,27.79,"['Epicerie Salée', 'Produit apéritif', 'Tartinable et Produit de la Mer', 'Tapenade et Autre Tartinable']",Atelier Blini,True,False,false,1.0,WEEK,140g,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/2d5dd536-d4b2-42d2-b9b3-0278528fec41/300x300.jpg
Produits de la Mer,b5db1358-83b6-4929-8784-73a6c2e62e49,MPX_3612294,Compagnie Des Pêches Le Breizh Surimi Saveur Crabe 200G,2.49,12.45,"['Produits de la Mer', 'Traiteur de la Mer', 'Surimis']", Compagnie des pêches Saint-Malo,True,False,false,3.0,WEEK,200g,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/9f9ae580-2ffa-4196-a6eb-a9b632b9b2d1/300x300.jpg
Produits de la Mer,b517c23c-fec3-4ed4-b402-76ab101fb63c,MPX_2381181,Delpierre Crevettes Royales 150g,7.99,53.27,"['Produits de la Mer', 'Poissonnerie', 'Crevettes et crustacés']",Delpierre,True,False,false,6.0,DAY,150g,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/ccb789f6-7b74-4891-8ea3-3ff05be6e5bb/300x300.jpg
Produits de la Mer,601a0fc1-a976-434e-a953-98cc6f067f9f,MPX_1947213,Cap Océan Thon Fromage Frais & Ciboulette 140g,3.49,24.93,"['Epicerie Salée', 'Produit apéritif', 'Tartinable et Produit de la Mer', 'Tapenade et Autre Tartinable']",Cap Océan,True,False,false,1.0,WEEK,140g,[],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/59379261-9997-4821-b36b-a43a1b7aa5c0/300x300.jpg
Produits de la Mer,8586f554-5980-4602-b871-81c30bd04a9d,MPX_6591629,Monoprix dos de cabillaud 440 g,10.9,24.77,"['Produits de la Mer', 'Poissonnerie', 'Filets, pavés de poissons']",Monoprix,True,False,false,2.0,MONTH,440g,['Produit congelé'],https://courses.monoprix.fr/images-v3/0c44253f-c4a3-4340-9d37-d41e42b9d14a/7af48c6b-7a4b-469c-8b1c-fd47c2986072/300x300.jpg
